estado_civil;modo_solicitud;orden_solicitud;curso;asistencia_diurna_vespertina;cualificacion_previa;nota_cualificacion_previa;nacionalidad;cualificacion_madre;cualificacion_padre;ocupacion_madre;ocupacion_padre;nota_admision;desplazado;necesidades_educativas_especiales;deudor;matricula_al_dia;genero;becado;edad_al_matricularse;internacional;asignaturas_1sem_convalidadas;asignaturas_1sem_matriculadas;asignaturas_1sem_evaluadas;asignaturas_1sem_aprobadas;nota_media_1sem;asignaturas_1sem_sin_evaluacion;asignaturas_2sem_convalidadas;asignaturas_2sem_matriculadas;asignaturas_2sem_evaluadas;asignaturas_2sem_aprobadas;nota_media_2sem;asignaturas_2sem_sin_evaluacion;tasa_desempleo;tasa_inflacion;pib;objetivo
soltero/a;estudiante_internacional_licenciatura;1;enfermeria;diurna;educacion_secundaria;190.0;cubana;educacion_superior_grado;educacion_superior_licenciatura;profesionales_de_la_salud;personal_administrativo;190.0;si;no;no;si;mujer;no;18;si;0;7;15;4;11.575;0;0;7;10;5;12.419999999999998;0;12.4;0.5;1.79;matriculado
soltero/a;2a_fase_contingente_general;4;enfermeria;diurna;educacion_secundaria;136.0;portuguesa;educacion_superior_grado;educacion_superior_grado;especialistas_en_actividades_intelectuales_y_cientificas;especialistas_en_actividades_intelectuales_y_cientificas;132.5;si;no;no;si;mujer;no;19;no;0;7;8;7;13.198571428571428;0;0;8;8;8;13.0625;0;11.1;0.6;2.02;graduado
soltero/a;ordenanza_854_b_99;2;enfermeria_veterinaria;diurna;educacion_secundaria;163.3;caboverdiana;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;trabajadores_no_cualificados;163.3;no;no;no;si;mujer;no;18;si;0;6;10;6;13.5;0;0;6;12;6;12.0;0;12.4;0.5;1.79;graduado
soltero/a;1a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;126.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_grado;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;122.5;si;no;no;si;mujer;no;19;no;0;6;6;6;13.333333333333334;0;0;6;8;5;12.8;0;8.9;1.4;3.51;abandono
soltero/a;2a_fase_contingente_general;4;ingenieria_informatica;diurna;educacion_secundaria;122.0;rumana;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_de_limpieza;trabajadores_cualificados_de_la_construccion_excepto_electricistas;121.0;si;no;no;si;hombre;no;20;si;0;5;10;4;14.25;0;0;5;14;1;10.0;0;8.9;1.4;3.51;matriculado
soltero/a;2a_fase_contingente_general;1;diseno_de_comunicacion;diurna;educacion_secundaria;137.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;trabajadores_de_servicios_personales_seguridad_y_vendedores;131.8;no;no;no;si;mujer;si;22;no;0;6;7;6;12.166666666666666;0;0;6;9;4;12.0;0;9.4;-0.8;-3.12;graduado
soltero/a;1a_fase_contingente_general;3;enfermeria;diurna;educacion_secundaria;139.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;135.0;si;no;no;si;mujer;si;18;no;0;8;8;7;12.214285714285714;0;0;8;8;7;12.214285714285714;0;12.7;3.7;-1.7;graduado
soltero/a;2a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;142.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;curso_de_especializacion_tecnologica;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;personal_administrativo;141.7;no;no;no;si;mujer;si;18;no;0;6;8;6;12.666666666666666;0;0;6;6;6;13.0;0;13.9;-0.3;0.79;graduado
soltero/a;1a_fase_contingente_general;3;periodismo_y_comunicacion;diurna;educacion_secundaria;133.1;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;131.3;si;no;no;si;mujer;si;18;no;0;6;7;6;12.285714285714286;0;0;6;6;6;13.5;0;8.9;1.4;3.51;graduado
soltero/a;1a_fase_contingente_general;6;turismo;diurna;educacion_secundaria;126.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_cualificados_de_industria_construccion_y_artesania;123.9;si;no;no;si;mujer;si;18;no;0;6;7;6;13.0;0;0;6;6;6;13.0;0;12.4;0.5;1.79;graduado
soltero/a;1a_fase_contingente_general;2;turismo;diurna;educacion_secundaria;131.0;portuguesa;educacion_superior_master;educacion_superior_grado;trabajadoras_cualificadas_de_industria_construccion_y_artesania;personal_administrativo;126.1;si;no;no;si;mujer;no;18;no;0;6;8;6;12.142857142857142;0;0;6;6;6;11.166666666666666;0;8.9;1.4;3.51;graduado
soltero/a;2a_fase_contingente_general;6;enfermeria;diurna;educacion_secundaria;131.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;126.5;si;no;no;si;mujer;si;19;no;0;7;8;7;13.875714285714285;0;0;8;9;7;13.085714285714284;0;11.1;0.6;2.02;graduado
soltero/a;2a_fase_contingente_general;1;educacion_basica;diurna;educacion_secundaria;108.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;107.3;no;no;no;si;mujer;no;20;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;abandono
soltero/a;2a_fase_contingente_general;4;servicio_social;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;95.0;si;no;no;si;mujer;si;19;no;0;6;12;6;11.666666666666666;0;0;6;7;0;0.0;0;15.5;2.8;-4.06;abandono
soltero/a;1a_fase_contingente_general;2;enfermeria_veterinaria;diurna;educacion_secundaria;122.0;portuguesa;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;116.1;si;no;no;si;mujer;no;18;no;0;6;13;6;13.153846153846152;0;0;6;12;3;11.0;0;15.5;2.8;-4.06;graduado
soltero/a;1a_fase_contingente_general;4;diseno_de_comunicacion;diurna;educacion_secundaria;143.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;134.6;si;no;no;si;mujer;si;18;no;0;6;6;6;14.5;0;0;6;6;6;12.833333333333334;0;12.4;0.5;1.79;abandono
soltero/a;2a_fase_contingente_general;6;enfermeria;diurna;educacion_secundaria;135.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;128.0;si;no;no;si;mujer;si;18;no;0;7;7;7;14.44142857142857;0;0;8;8;8;13.65625;0;11.1;0.6;2.02;graduado
soltero/a;2a_fase_contingente_general;2;periodismo_y_comunicacion;diurna;educacion_secundaria;148.0;portuguesa;educacion_superior_grado;educacion_basica_2o_ciclo_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;144.2;si;no;no;si;mujer;no;18;no;0;6;6;6;15.166666666666666;0;0;6;7;6;14.285714285714286;0;12.4;0.5;1.79;graduado
soltero/a;2a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;134.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;operadores_de_instalaciones_y_maquinaria_y_montadores;129.5;no;no;no;si;mujer;si;18;no;0;5;5;5;11.6;0;0;5;12;4;12.625;0;10.8;1.4;1.74;graduado
soltero/a;2a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;122.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;116.8;si;no;si;si;mujer;no;18;no;0;6;6;6;11.666666666666666;0;0;6;6;6;12.333333333333334;0;16.2;0.3;-0.92;graduado
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;160.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;160.0;no;no;no;si;mujer;si;20;no;0;6;8;6;12.625;0;0;6;10;6;13.2;0;16.2;0.3;-0.92;graduado
soltero/a;1a_fase_contingente_especial_madeira;2;servicio_social;diurna;educacion_secundaria;126.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;trabajadores_de_servicios_personales_seguridad_y_vendedores;127.1;si;no;no;si;mujer;si;19;no;0;6;14;3;12.666666666666666;0;0;6;7;6;11.0;0;9.4;-0.8;-3.12;graduado
soltero/a;2a_fase_contingente_general;1;equicultura;diurna;educacion_secundaria;138.0;portuguesa;educacion_superior_licenciatura;educacion_basica_3er_ciclo_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;126.3;si;no;no;si;mujer;si;18;no;0;6;7;6;12.833333333333334;1;0;6;8;6;13.0;0;8.9;1.4;3.51;matriculado
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;115.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;operadoras_de_instalaciones_y_maquinaria_y_montadoras;trabajadores_cualificados_de_industria_construccion_y_artesania;112.9;si;no;no;si;mujer;si;19;no;0;6;7;6;11.857142857142858;0;0;6;8;6;13.142857142857142;0;12.4;0.5;1.79;graduado
soltero/a;2a_fase_contingente_general;2;educacion_basica;diurna;educacion_secundaria;141.0;portuguesa;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;trabajadores_de_servicios_personales_seguridad_y_vendedores;130.2;si;no;no;si;mujer;no;19;no;0;6;8;5;11.4;1;0;6;7;4;10.75;0;12.7;3.7;-1.7;matriculado
soltero/a;cambio_de_curso;1;equicultura;diurna;educacion_secundaria;100.0;brasilena;educacion_superior_grado;educacion_superior_master;tecnicos_y_profesiones_de_nivel_intermedio;especialistas_en_actividades_intelectuales_y_cientificas;100.0;no;no;no;si;mujer;no;19;si;0;5;10;5;14.857142857142858;2;0;5;7;5;15.142857142857142;0;9.4;-0.8;-3.12;matriculado
soltero/a;1a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;121.6;no;no;no;si;mujer;no;19;no;0;6;7;6;14.714285714285714;0;0;6;6;6;15.833333333333334;0;12.4;0.5;1.79;graduado
soltero/a;estudiante_internacional_licenciatura;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;130.0;santotomense;curso_tecnico_superior_profesional;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;trabajadores_cualificados_de_industria_construccion_y_artesania;130.0;no;si;si;si;mujer;no;20;si;0;6;6;6;13.5;0;0;6;9;5;13.0;0;8.9;1.4;3.51;graduado
soltero/a;3a_fase_contingente_general;1;equicultura;diurna;educacion_secundaria;135.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;121.7;si;no;no;si;mujer;si;18;no;0;5;7;4;11.5;0;0;5;5;5;12.4;0;10.8;1.4;1.74;graduado
soltero/a;titular_de_otro_curso_superior;1;gestion;diurna;educacion_superior_grado;120.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;curso_de_especializacion_tecnologica;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;120.0;no;no;no;si;mujer;no;33;no;2;5;9;2;14.0;0;0;5;5;0;0.0;0;12.4;0.5;1.79;abandono
soltero/a;1a_fase_contingente_general;1;educacion_basica;diurna;educacion_secundaria;148.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;trabajadores_de_servicios_personales_seguridad_y_vendedores;143.5;no;no;no;si;mujer;si;19;no;0;7;8;6;12.833333333333334;0;0;6;6;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;2a_fase_contingente_general;2;higiene_oral;diurna;educacion_secundaria;136.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;128.3;no;no;no;si;mujer;si;18;no;0;7;7;7;13.428571428571429;0;0;8;8;8;14.75;0;15.5;2.8;-4.06;graduado
soltero/a;2a_fase_contingente_general;1;diseno_de_comunicacion;diurna;educacion_secundaria;108.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;111.9;no;no;no;si;mujer;no;19;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;abandono
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;140.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;tecnicos_y_profesiones_de_nivel_intermedio;140.0;no;no;no;si;mujer;no;19;no;0;6;18;3;11.666666666666666;0;0;6;14;4;11.5;0;15.5;2.8;-4.06;matriculado
soltero/a;1a_fase_contingente_general;3;periodismo_y_comunicacion;diurna;educacion_secundaria;153.0;portuguesa;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;operadores_de_instalaciones_y_maquinaria_y_montadores;137.6;si;no;no;si;mujer;no;18;no;0;6;6;6;16.0;0;0;6;7;6;14.333333333333334;0;12.4;0.5;1.79;graduado
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;135.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;135.0;si;no;no;si;mujer;no;20;no;0;6;6;6;13.833333333333334;0;0;6;6;6;11.833333333333334;0;10.8;1.4;1.74;graduado
soltero/a;1a_fase_contingente_general;5;enfermeria;diurna;educacion_secundaria;146.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;133.8;si;no;no;si;mujer;no;19;no;0;8;9;8;13.2325;1;0;8;9;8;13.2325;1;9.4;-0.8;-3.12;graduado
soltero/a;1a_fase_contingente_general;2;periodismo_y_comunicacion;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;126.9;si;no;no;si;hombre;si;18;no;0;6;6;6;14.0;0;0;6;6;6;14.166666666666666;0;9.4;-0.8;-3.12;graduado
soltero/a;2a_fase_contingente_general;2;turismo;diurna;educacion_secundaria;113.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_licenciatura;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;tecnicos_y_profesiones_de_nivel_intermedio;106.7;si;no;si;si;hombre;si;19;no;0;6;14;2;10.0;0;0;6;6;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;cambio_de_curso;1;servicio_social_nocturno;vespertina;educacion_secundaria;145.7;caboverdiana;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;145.7;si;no;no;si;mujer;no;25;si;8;16;16;15;13.333333333333334;0;11;13;13;11;12.272727272727272;0;13.9;-0.3;0.79;graduado
soltero/a;2a_fase_contingente_general;3;diseno_de_comunicacion;diurna;educacion_secundaria;145.0;portuguesa;educacion_superior_grado;educacion_superior_grado;personal_administrativo;personal_administrativo;153.1;si;no;no;si;mujer;si;20;no;0;6;6;6;12.5;0;0;6;6;6;14.333333333333334;0;12.7;3.7;-1.7;matriculado
soltero/a;1a_fase_contingente_general;1;servicio_social_nocturno;vespertina;educacion_secundaria;126.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;118.7;no;no;no;si;mujer;no;19;no;0;6;6;6;12.5;0;0;6;6;6;11.5;0;12.7;3.7;-1.7;graduado
soltero/a;2a_fase_contingente_general;1;gestion_nocturno;vespertina;educacion_secundaria;160.0;portuguesa;desconocido;desconocido;estudiante;estudiante;161.8;si;no;si;si;hombre;no;33;no;0;5;8;2;10.5;0;0;5;5;0;0.0;0;7.6;2.6;0.32;abandono
soltero/a;3a_fase_contingente_general;4;ingenieria_informatica;diurna;educacion_secundaria;134.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;ayudantes_de_preparacion_de_comidas;trabajadores_de_industrias_alimentarias_madera_confeccion_y_otras_industrias_y_artes;124.9;si;no;si;si;hombre;no;18;no;0;5;11;3;10.666666666666666;0;0;5;9;3;11.333333333333334;0;8.9;1.4;3.51;matriculado
soltero/a;1a_fase_contingente_general;1;ingenieria_informatica;diurna;educacion_secundaria;163.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;operadores_de_instalaciones_y_maquinaria_y_montadores;150.8;si;no;no;si;hombre;no;18;no;0;5;9;4;10.5;0;0;5;11;2;10.5;3;7.6;2.6;0.32;matriculado
soltero/a;estudiante_internacional_licenciatura;1;gestion;diurna;educacion_secundaria;130.0;santotomense;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;tecnicos_y_profesiones_de_nivel_intermedio;130.0;no;no;no;si;mujer;no;19;si;0;5;10;4;12.0;0;0;5;6;5;11.4;0;11.1;0.6;2.02;graduado
soltero/a;1a_fase_contingente_general;2;animacion_y_diseno_multimedia;diurna;educacion_secundaria;165.0;portuguesa;educacion_superior_grado;educacion_superior_grado;especialistas_en_actividades_intelectuales_y_cientificas;especialistas_en_actividades_intelectuales_y_cientificas;163.6;si;no;no;si;mujer;no;18;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.4;0.5;1.79;matriculado
soltero/a;cambio_de_curso;1;gestion;diurna;educacion_secundaria;142.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;empleadas_de_oficina_secretarias_y_operadoras_de_procesamiento_de_datos;trabajadores_cualificados_de_la_construccion_excepto_electricistas;115.0;no;no;no;si;mujer;no;19;no;0;5;11;5;11.5;0;0;5;9;2;10.666666666666666;0;13.9;-0.3;0.79;matriculado
soltero/a;1a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;156.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;profesiones_de_las_fuerzas_armadas;136.8;si;no;no;si;mujer;no;18;no;0;6;6;6;14.0;0;0;6;6;6;13.5;0;11.1;0.6;2.02;abandono
soltero/a;2a_fase_contingente_general;5;educacion_basica;diurna;educacion_secundaria;141.0;portuguesa;educacion_superior_grado;educacion_basica_3er_ciclo_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;trabajadores_cualificados_de_industria_construccion_y_artesania;130.9;si;no;no;si;mujer;no;18;no;0;6;7;6;13.5;0;0;6;8;5;12.6;0;7.6;2.6;0.32;graduado
soltero/a;1a_fase_contingente_general;3;enfermeria;diurna;educacion_secundaria;143.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;127.0;si;no;no;si;mujer;no;18;no;0;8;8;8;13.07375;0;0;8;8;8;13.07375;0;9.4;-0.8;-3.12;graduado
casado/a;mayor_de_23_anos;1;enfermeria;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;profesiones_de_las_fuerzas_armadas;120.0;no;no;no;si;mujer;no;37;no;0;7;9;2;10.75;0;0;7;9;0;0.0;0;16.2;0.3;-0.92;abandono
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;133.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;personal_administrativo;126.0;no;no;no;si;mujer;no;20;no;0;6;11;1;12.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12;matriculado
soltero/a;1a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;172.0;brasilena;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;153.8;si;no;no;si;mujer;si;20;si;0;6;6;6;14.0;0;0;6;6;6;13.333333333333334;0;10.8;1.4;1.74;graduado
soltero/a;estudiante_internacional_licenciatura;1;servicio_social;diurna;educacion_secundaria;140.0;santotomense;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;140.0;no;no;no;si;hombre;no;21;si;0;6;7;6;12.333333333333334;0;0;6;7;6;13.428571428571429;0;11.1;0.6;2.02;graduado
